id	cluster_name	infomap	central_concept	concepticon_id	concepticon_gloss	family_frequency	language_frequency	word_frequency
1522	infomap_75_PATH	75	PATH	1397	DULL	19	93	132
1523	infomap_1_GIVE	1	GIVE	2162	STIR FRY	3	84	85
1524	infomap_1_GIVE	1	GIVE	1710	TWENTY	81	828	861
1525	infomap_9_GOOD	9	GOOD	432	BLOWGUN	14	54	55
1526	infomap_167_GEBANG PALM	167	GEBANG PALM	3030	LONTAR PALM	5	100	109
1527	infomap_68_BLADDER	68	BLADDER	1746	BLADDER	3	193	201
1528	infomap_1_GIVE	1	GIVE	3080	SPLIT OPEN	1	58	64
1529	infomap_1_GIVE	1	GIVE	1869	BUY	83	989	1109
1530	infomap_131_CHURCH	131	CHURCH	1349	CHURCH	32	174	189
1531	infomap_1_GIVE	1	GIVE	2102	BURN	66	961	1142
1532	infomap_1_GIVE	1	GIVE	2074	CROW (VERB)	4	52	52
1533	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	170	FATHER'S SISTER	58	464	570
1534	infomap_1_GIVE	1	GIVE	1135	KICK	66	597	697
1535	infomap_1_GIVE	1	GIVE	1112	SUCCEED	17	105	120
1536	infomap_12_TIME	12	TIME	1471	WINTER	72	704	792
1537	infomap_1_GIVE	1	GIVE	2065	STEP (VERB)	23	176	200
1538	infomap_9_GOOD	9	GOOD	1638	TRUTH	22	180	202
1539	infomap_1_GIVE	1	GIVE	1443	WALK	154	2000	2642
1540	infomap_12_TIME	12	TIME	2055	CLAY POT	1	9	9
1541	infomap_122_STOCKING	122	STOCKING	1381	SHOE	73	623	716
1542	infomap_153_OVEN	153	OVEN	185	FIREPLACE	53	493	678
1543	infomap_29_BAT	29	BAT	1491	MOUSE	44	350	368
1544	infomap_5_TREE	5	TREE	776	TRUNK OF TREE	7	157	176
1545	infomap_40_CIRCLE	40	CIRCLE	2604	NOOSE	20	102	117
1546	infomap_69_LETTER	69	LETTER	648	PAPER	62	520	544
1547	infomap_28_LEG	28	LEG	1301	FOOT	118	1390	1595
1548	infomap_5_TREE	5	TREE	344	TREE TRUNK	70	561	642
1549	infomap_1_GIVE	1	GIVE	285	THRESH	44	291	354
1550	infomap_22_WOUND	22	WOUND	1148	BRUISE	47	406	513
1551	infomap_40_CIRCLE	40	CIRCLE	747	BICYCLE	22	54	69
1552	infomap_2_SEED	2	SEED	506	MAIZE	78	870	972
1553	infomap_32_HAND	32	HAND	1673	ARM	162	1695	1900
1554	infomap_57_PRICE	57	PRICE	1426	EXPENSIVE	65	679	736
1555	infomap_174_TORTOISE	174	TORTOISE	112	TURTLE	80	829	946
1556	infomap_3_THAT	3	THAT	2400	THEIR	5	263	307
1557	infomap_21_WORM	21	WORM	206	FIREFLY	48	324	364
1558	infomap_135_ALONE	135	ALONE	2926	HARDLY	17	101	124
1559	infomap_104_STRING	104	STRING	3089	GIRAFFE	1	105	114
1560	infomap_3_THAT	3	THAT	2274	YOUR (PLURAL)	5	304	394
1561	infomap_34_BOWL	34	BOWL	2657	LADLE	1	10	11
1562	infomap_1_GIVE	1	GIVE	2628	PLANT STEM	4	101	110
1563	infomap_78_JAW	78	JAW	1730	CHEEK	88	1028	1168
1564	infomap_26_PERSON	26	PERSON	789	PEOPLE	83	581	746
1565	infomap_152_COLLARED PECCARY	152	COLLARED PECCARY	436	WHITE-LIPPED PECCARY	19	75	80
1566	infomap_1_GIVE	1	GIVE	2229	BECOME SOUR	1	112	166
1567	infomap_48_SHOULDER	48	SHOULDER	172	SHOULDERBLADE	53	307	340
1568	infomap_1_GIVE	1	GIVE	1671	TOWER	28	253	302
1569	infomap_21_WORM	21	WORM	1575	COCKROACH	54	381	423
1570	infomap_32_HAND	32	HAND	409	FORKED BRANCH	53	282	311
1571	infomap_66_HATE	66	HATE	82	ANGER	65	353	553
1572	infomap_101_CUT (WITH SCISSORS)	101	CUT (WITH SCISSORS)	1652	INSTEAD	1	18	27
1573	infomap_1_GIVE	1	GIVE	1719	BURY	75	1031	1234
1574	infomap_59_CATTLE	59	CATTLE	1008	BULL	57	803	1074
1575	infomap_22_WOUND	22	WOUND	793	BOIL (OF SKIN)	62	524	735
1576	infomap_1_GIVE	1	GIVE	2902	BRAWL (FIGHT)	20	103	117
1577	infomap_1_GIVE	1	GIVE	7	GATHER	71	706	1157
1578	infomap_1_GIVE	1	GIVE	21	TASTE (SOMETHING)	63	658	835
1579	infomap_8_MIND	8	MIND	960	WIND	141	2181	2488
1580	infomap_1_GIVE	1	GIVE	739	FEED	24	165	179
1581	infomap_11_CLOTH	11	CLOTH	1021	TOWEL	51	406	488
1582	infomap_56_SALTY	56	SALTY	2653	NET (FOR CATCHING)	3	29	29
1583	infomap_157_TWENTY FIVE	157	TWENTY FIVE	1738	TWENTY FIVE	6	102	104
1584	infomap_1_GIVE	1	GIVE	866	WIN	20	222	310
1585	infomap_7_SPEAK	7	SPEAK	1623	SPEAK	114	1336	1827
1586	infomap_127_HUNGER	127	HUNGER	199	FAMINE	52	296	350
1587	infomap_44_FOOD	44	FOOD	1833	DINNER (SUPPER)	37	350	651
1588	infomap_1_GIVE	1	GIVE	971	MUST	1	67	77
1589	infomap_123_PASTURE	123	PASTURE	2819	GRASSLAND	19	101	119
1590	infomap_71_BAD	71	BAD	1292	BAD	137	1786	2282
1591	infomap_1_GIVE	1	GIVE	1108	UNCOVER	2	161	213
1592	infomap_45_CAT	45	CAT	2761	BEND (ONESELF)	3	43	47
1593	infomap_1_GIVE	1	GIVE	805	SPINE	68	511	596
1594	infomap_1_GIVE	1	GIVE	8	CURSE	51	378	516
1595	infomap_100_LIGHTNING	100	LIGHTNING	57	ATOP	9	107	112
1596	infomap_10_SON-IN-LAW (OF MAN)	10	SON-IN-LAW (OF MAN)	2257	MOTHER-IN-LAW (OF MAN)	51	319	374
1597	infomap_1_GIVE	1	GIVE	3081	CROPS	1	48	49
1598	infomap_1_GIVE	1	GIVE	1990	BECOME	35	339	445
1599	infomap_132_CORPSE	132	CORPSE	767	CORPSE	59	556	843
1600	infomap_141_DYE	141	DYE	2001	PAINTING	67	424	551
1601	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	1263	SISTER	97	829	995
1602	infomap_143_ALCOHOL (FERMENTED DRINK)	143	ALCOHOL (FERMENTED DRINK)	2067	STEAM (VERB)	1	9	9
1603	infomap_48_SHOULDER	48	SHOULDER	1901	SHOVEL	68	555	660
1604	infomap_79_BIRD	79	BIRD	265	FOWL	44	468	521
1605	infomap_114_EAST	114	EAST	1817	WEST	68	698	807
1606	infomap_16_RIVER	16	RIVER	1004	MUSCLE	5	20	20
1607	infomap_70_NOTHING	70	NOTHING	1492	DUMB	3	45	54
1608	infomap_1_GIVE	1	GIVE	1192	THREATEN	51	415	482
1609	infomap_19_CHIEFTAIN	19	CHIEFTAIN	899	PRESIDENT	20	32	38
1610	infomap_46_SOFT	46	SOFT	2446	SLOTH	1	111	152
1611	infomap_1_GIVE	1	GIVE	2134	RAISE (A CHILD)	22	234	302
1612	infomap_1_GIVE	1	GIVE	2070	COMB (VERB)	22	145	152
1613	infomap_31_HOUSE	31	HOUSE	1252	HOUSE	140	1826	2177
1614	infomap_6_TALL	6	TALL	2718	STRONG (OF DRINK)	1	18	20
1615	infomap_1_GIVE	1	GIVE	2857	CHANGE (BECOME DIFFERENT)	20	103	123
1616	infomap_3_THAT	3	THAT	1461	AT	46	467	578
1617	infomap_53_HEAD	53	HEAD	1288	CAP	22	107	118
1618	infomap_52_PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	52	PATERNAL UNCLE (FATHER'S YOUNGER BROTHER)	2176	MATERNAL AUNT	1	74	92
1619	infomap_35_IMMEDIATELY	35	IMMEDIATELY	754	HURRY	74	469	655
1620	infomap_101_CUT (WITH SCISSORS)	101	CUT (WITH SCISSORS)	1771	TASTELESS	1	26	27
1621	infomap_64_OLD	64	OLD	1383	GRANDFATHER	89	868	1127
1622	infomap_25_BLAME	25	BLAME	983	CONVICT	30	220	255
1623	infomap_3_THAT	3	THAT	3073	MANAGE	1	62	72
1624	infomap_28_LEG	28	LEG	980	HEEL	77	805	858
1625	infomap_1_GIVE	1	GIVE	1779	DARE	39	347	419
1626	infomap_134_CIRCUMCISION	134	CIRCUMCISION	393	CIRCUMCISION	13	25	29
1627	infomap_1_GIVE	1	GIVE	1088	SINK (DESCEND)	71	616	974
1628	infomap_11_CLOTH	11	CLOTH	1850	COTTON	67	561	636
1629	infomap_53_HEAD	53	HEAD	2943	BUNDLE	20	104	129
1630	infomap_1_GIVE	1	GIVE	713	STEAL	94	1212	1453
1631	infomap_124_BRASS INSTRUMENT (HORN OR TRUMPET)	124	BRASS INSTRUMENT (HORN OR TRUMPET)	1305	CHIMNEY	35	277	326
1632	infomap_1_GIVE	1	GIVE	2891	TIE UP (TETHER)	23	140	157
1633	infomap_145_PEACE	145	PEACE	1338	PEACE	50	318	382
1634	infomap_1_GIVE	1	GIVE	661	RELIGION	33	252	293
1635	infomap_11_CLOTH	11	CLOTH	786	SAILCLOTH	32	303	327
1636	infomap_66_HATE	66	HATE	557	OFFEND	2	9	11
1637	infomap_1_GIVE	1	GIVE	3189	STAB TO DEATH	60	326	448
1638	infomap_1_GIVE	1	GIVE	465	CARRY ON BACK	6	264	428
1639	infomap_1_GIVE	1	GIVE	2492	BOIL (SOMETHING)	22	115	139
1640	infomap_1_GIVE	1	GIVE	827	ROLL	60	418	524
1641	infomap_1_GIVE	1	GIVE	2721	TREE (CLASSIFIER)	3	87	88
1642	infomap_21_WORM	21	WORM	607	GRASSHOPPER	57	611	687
1643	infomap_25_BLAME	25	BLAME	1814	ACCUSE	49	336	434
1644	infomap_1_GIVE	1	GIVE	1689	SMOKE (INHALE)	61	381	488
1645	infomap_3_THAT	3	THAT	1834	SHE	37	127	156
1646	infomap_1_GIVE	1	GIVE	2057	DUNG (ANIMAL FAECES)	2	219	315
1647	infomap_83_TIN OR TINPLATE	83	TIN OR TINPLATE	2619	CARD	2	23	23
1648	infomap_68_BLADDER	68	BLADDER	2557	PIG FAT	3	43	49
1649	infomap_1_GIVE	1	GIVE	2531	BROAD	2	64	69
1650	infomap_1_GIVE	1	GIVE	6	EARTHQUAKE	60	543	591
1651	infomap_1_GIVE	1	GIVE	675	FAECES (EXCREMENT)	28	888	957
1652	infomap_1_GIVE	1	GIVE	976	WEAR	5	245	322
1653	infomap_138_YAWN	138	YAWN	1983	SNORE	59	478	537
1654	infomap_3_THAT	3	THAT	2090	MY	7	349	508
1655	infomap_54_CALL	54	CALL	2944	CALL (APPEAL)	18	95	114
1656	infomap_35_IMMEDIATELY	35	IMMEDIATELY	2916	INSTANTLY (IMMEDIATELY)	20	106	136
1657	infomap_1_GIVE	1	GIVE	1440	SPIT	91	1184	1436
1658	infomap_1_GIVE	1	GIVE	694	GET	76	808	1110
1659	infomap_1_GIVE	1	GIVE	2163	MARRY (AS WOMAN)	1	85	94
1660	infomap_1_GIVE	1	GIVE	1446	COME	191	2259	2817
1661	infomap_20_DARK	20	DARK	1795	BANANA TREE	35	253	270
1662	infomap_1_GIVE	1	GIVE	2328	MISS (SOMEBODY)	2	34	41
1663	infomap_73_OIL (ORGANIC SUBSTANCE)	73	OIL (ORGANIC SUBSTANCE)	1926	OINTMENT	47	275	338
1664	infomap_86_PEPPER	86	PEPPER	1641	SILK	27	303	349
1665	infomap_19_CHIEFTAIN	19	CHIEFTAIN	1782	GUEST	59	704	841
1666	infomap_1_GIVE	1	GIVE	3248	MAPLE TREE	1	16	16
1667	infomap_1_GIVE	1	GIVE	1421	SUCK	91	1056	1478
1668	infomap_1_GIVE	1	GIVE	1413	PLAY	91	914	1046
1669	infomap_1_GIVE	1	GIVE	3009	WHITE COCKATOO	1	126	129
1670	infomap_1_GIVE	1	GIVE	972	BE ABLE	19	163	192
1671	infomap_3_THAT	3	THAT	780	OUR	6	424	653
1672	infomap_1_GIVE	1	GIVE	1159	FART	57	531	765
1673	infomap_1_GIVE	1	GIVE	3184	BE ALIVE OR LIFE	59	314	695
1674	infomap_20_DARK	20	DARK	909	GARBAGE	3	183	335
1675	infomap_7_SPEAK	7	SPEAK	2933	CONVERSATION	18	100	119
1676	infomap_86_PEPPER	86	PEPPER	1475	COMB	86	870	996
1677	infomap_1_GIVE	1	GIVE	71	BY HEART	2	17	24
1678	infomap_33_FROST	33	FROST	2011	COFFIN	3	42	42
1679	infomap_1_GIVE	1	GIVE	1784	WANT	72	739	1409
1680	infomap_34_BOWL	34	BOWL	31	PAN	46	421	479
1681	infomap_50_STONE OR ROCK	50	STONE OR ROCK	851	STABLE	39	301	414
1682	infomap_83_TIN OR TINPLATE	83	TIN OR TINPLATE	3217	TIN OR TINPLATE	33	246	304
1683	infomap_28_LEG	28	LEG	834	BUTTOCKS	71	955	1179
1684	infomap_135_ALONE	135	ALONE	200	SAME	31	151	178
1685	infomap_51_FOG	51	FOG	448	STORM CLOUDS	11	44	47
1686	infomap_180_ROT	180	ROT	2907	ROT	18	107	123
1687	infomap_142_PROUD	142	PROUD	1687	PRAISE	61	438	550
1688	infomap_58_MOUNTAIN	58	MOUNTAIN	668	ROCK	23	235	270
1689	infomap_2_SEED	2	SEED	605	GRAIN	59	699	1037
1690	infomap_87_MACHINE	87	MACHINE	836	SCREWDRIVER	19	31	35
1691	infomap_47_NECKLACE	47	NECKLACE	3160	SLAP	3	48	55
1692	infomap_1_GIVE	1	GIVE	3260	HORNBILL	10	40	41
1693	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	405	OLDER SIBLING	15	150	193
1694	infomap_26_PERSON	26	PERSON	2263	MALE (OF ANIMAL)	23	38	45
1695	infomap_163_MELT	163	MELT	2334	MELT	22	317	358
1696	infomap_6_TALL	6	TALL	1881	ENOUGH	60	368	462
1697	infomap_1_GIVE	1	GIVE	1195	GIVE BIRTH	11	242	317
1698	infomap_7_SPEAK	7	SPEAK	9	ANNOUNCE	53	299	417
1699	infomap_1_GIVE	1	GIVE	880	REPEAT	2	10	10
1700	infomap_1_GIVE	1	GIVE	2068	BRAISE (VERB)	3	34	34
1701	infomap_157_TWENTY FIVE	157	TWENTY FIVE	1734	TWENTY ONE	7	205	211
1702	infomap_1_GIVE	1	GIVE	1147	PURE	3	73	74
1703	infomap_117_PIG	117	PIG	2564	PIGLET	7	66	79
1704	infomap_1_GIVE	1	GIVE	1928	CEASE	71	643	927
1705	infomap_1_GIVE	1	GIVE	2183	RIGHT HAND	14	110	143
1706	infomap_1_GIVE	1	GIVE	398	PIERCE	21	212	277
1707	infomap_159_MOON	159	MOON	1313	MOON	166	2476	2817
1708	infomap_100_LIGHTNING	100	LIGHTNING	2007	BOLT (OF LIGHTNING)	55	315	367
1709	infomap_166_POWER	166	POWER	2526	POWER	22	231	273
1710	infomap_49_CRAB	49	CRAB	2371	BREADFRUIT	20	271	309
1711	infomap_1_GIVE	1	GIVE	2856	CHANGE (SOMETHING)	3	69	70
1712	infomap_1_GIVE	1	GIVE	923	LOVE	80	712	927
1713	infomap_28_LEG	28	LEG	498	CALF OF LEG	60	518	578
1714	infomap_57_PRICE	57	PRICE	1122	WAGES	46	353	472
1715	infomap_1_GIVE	1	GIVE	2142	RUN AWAY	4	62	67
1716	infomap_7_SPEAK	7	SPEAK	2995	TONE (MUSIC)	21	101	114
1717	infomap_40_CIRCLE	40	CIRCLE	1769	AXLE	29	298	413
1718	infomap_56_SALTY	56	SALTY	2329	LACK (NOT HAVE)	3	51	82
1719	infomap_1_GIVE	1	GIVE	1978	RECOVER	20	234	345
1720	infomap_1_GIVE	1	GIVE	2114	BELLY OR STOMACH	18	370	550
1721	infomap_7_SPEAK	7	SPEAK	443	TIP (OF TONGUE)	12	49	49
1722	infomap_28_LEG	28	LEG	982	LIME (FRUIT)	19	300	347
1723	infomap_1_GIVE	1	GIVE	504	LEARN	73	784	952
1724	infomap_1_GIVE	1	GIVE	1436	SCRATCH	48	1036	1199
1725	infomap_1_GIVE	1	GIVE	3187	DROWNED	48	277	350
1726	infomap_12_TIME	12	TIME	3349	WRISTWATCH	1	47	48
1727	infomap_38_HARD	38	HARD	1923	ROUGH	62	433	554
1728	infomap_1_GIVE	1	GIVE	1752	LEAVE	77	668	1415
1729	infomap_30_KNIFE	30	KNIFE	1535	SWORD	41	599	768
1730	infomap_47_NECKLACE	47	NECKLACE	1627	CHAIN	45	300	354
1731	infomap_35_IMMEDIATELY	35	IMMEDIATELY	1283	TODAY	87	989	1089
1732	infomap_1_GIVE	1	GIVE	1541	CULTIVATE	51	495	624
1733	infomap_16_RIVER	16	RIVER	624	LAKE	96	1169	1310
1734	infomap_18_END (OF SPACE)	18	END (OF SPACE)	2205	PEAK	1	112	313
1735	infomap_49_CRAB	49	CRAB	2348	CRAB	7	231	245
1736	infomap_165_LAUGH	165	LAUGH	1451	SMILE	53	355	390
1737	infomap_4_EARTH (SOIL)	4	EARTH (SOIL)	671	SAND	163	2300	2627
1738	infomap_66_HATE	66	HATE	579	BATTLE	54	359	522
1739	infomap_17_VINE	17	VINE	1924	VEIN	30	610	659
1740	infomap_58_MOUNTAIN	58	MOUNTAIN	1748	RIDGE	2	11	11
1741	infomap_73_OIL (ORGANIC SUBSTANCE)	73	OIL (ORGANIC SUBSTANCE)	2848	MAY (MONTH)	22	179	194
1742	infomap_19_CHIEFTAIN	19	CHIEFTAIN	394	SHAMAN (FOLK HEALER)	21	289	359
1743	infomap_1_GIVE	1	GIVE	503	FROG	99	1337	1580
1744	infomap_1_GIVE	1	GIVE	352	UNTIE	58	558	682
1745	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1289	BABY	88	627	820
1746	infomap_36_BRIGHT	36	BRIGHT	686	EASY	51	525	632
1747	infomap_78_JAW	78	JAW	1036	OWNER	3	31	35
1748	infomap_56_SALTY	56	SALTY	1522	SOCK	4	89	89
1749	infomap_1_GIVE	1	GIVE	1486	PLANT (SOMETHING)	68	628	760
1750	infomap_1_GIVE	1	GIVE	1813	TASTY	20	189	208
1751	infomap_154_WHISPER	154	WHISPER	2709	FLATTER	2	26	35
1752	infomap_79_BIRD	79	BIRD	1318	CHICKEN	82	1096	1278
1753	infomap_48_SHOULDER	48	SHOULDER	2677	SPEARTHROWER	1	153	167
1754	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	753	PUPIL (STUDENT)	48	358	461
1755	infomap_57_PRICE	57	PRICE	600	STRANGE	1	26	37
1756	infomap_190_SAGO THATCH	190	SAGO THATCH	2616	SAGO THATCH	7	21	23
1757	infomap_49_CRAB	49	CRAB	2627	ORANGE (FRUIT)	3	52	77
1758	infomap_5_TREE	5	TREE	241	TREE STUMP	55	433	507
1759	infomap_30_KNIFE	30	KNIFE	2631	WIRE	1	75	100
1760	infomap_41_TWO	41	TWO	3166	TWENTY TWO	5	60	63
1761	infomap_1_GIVE	1	GIVE	1437	SPLIT	88	1222	1563
1762	infomap_1_GIVE	1	GIVE	1330	DEFEND	62	450	539
1763	infomap_1_GIVE	1	GIVE	2086	GRAIN (CLASSIFIER)	1	51	53
1764	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1357	DAUGHTER	79	754	846
1765	infomap_28_LEG	28	LEG	2098	FOOT OR LEG	38	362	478
1766	infomap_17_VINE	17	VINE	340	LASSO	15	21	23
1767	infomap_1_GIVE	1	GIVE	692	BRING	76	652	899
1768	infomap_1_GIVE	1	GIVE	1630	MACAW	20	88	98
1769	infomap_1_GIVE	1	GIVE	2243	REPAIR	24	363	479
1770	infomap_71_BAD	71	BAD	1876	REINDEER	11	15	17
1771	infomap_6_TALL	6	TALL	418	FOR A LONG TIME	68	441	536
1772	infomap_1_GIVE	1	GIVE	2160	BAMBOO HAT	4	49	49
1773	infomap_1_GIVE	1	GIVE	2235	CLEAN (SOMETHING)	19	102	130
1774	infomap_1_GIVE	1	GIVE	2882	ADD	19	101	113
1775	infomap_1_GIVE	1	GIVE	127	EXTINGUISH	63	577	688
1776	infomap_1_GIVE	1	GIVE	1423	FIGHT	87	1165	1525
1777	infomap_121_BODY LOUSE	121	BODY LOUSE	1527	TICK	18	152	189
1778	infomap_151_RARE	151	RARE	209	RARE	3	43	46
1779	infomap_35_IMMEDIATELY	35	IMMEDIATELY	2755	BUSY	4	73	74
1780	infomap_161_HAPPINESS	161	HAPPINESS	2941	HAPPINESS	19	115	132
1781	infomap_81_ONE TIME	81	ONE TIME	2740	BEAT (CLASSIFIER)	1	18	19
1782	infomap_156_CHARCOAL	156	CHARCOAL	67	EMBERS	64	455	527
1783	infomap_59_CATTLE	59	CATTLE	3142	BISON	7	71	89
1784	infomap_3_THAT	3	THAT	78	THAT	112	1508	2025
1785	infomap_1_GIVE	1	GIVE	2467	GAME	20	104	121
1786	infomap_68_BLADDER	68	BLADDER	2696	BROTHER-IN-LAW (OLDER SISTER'S HUSBAND)	1	18	18
1787	infomap_96_NETBAG	96	NETBAG	293	NETBAG	62	612	673
1788	infomap_36_BRIGHT	36	BRIGHT	1125	BALD	66	432	514
1789	infomap_53_HEAD	53	HEAD	589	CLOSED	18	97	122
1790	infomap_89_WOLF	89	WOLF	522	WOLF	51	607	739
1791	infomap_127_HUNGER	127	HUNGER	1533	BE HUNGRY	51	936	987
1792	infomap_112_EYEBROW	112	EYEBROW	17	EYELID	59	324	355
1793	infomap_112_EYEBROW	112	EYEBROW	1540	EYELASH	68	483	523
1794	infomap_1_GIVE	1	GIVE	809	TROUSERS	72	598	688
1795	infomap_2_SEED	2	SEED	232	FLEA	65	565	618
1796	infomap_32_HAND	32	HAND	2953	SLEEVE	23	217	224
1797	infomap_41_TWO	41	TWO	2376	HORIZONTAL	4	102	102
1798	infomap_1_GIVE	1	GIVE	3307	HIT (A TARGET)	1	49	50
1799	infomap_1_GIVE	1	GIVE	3077	SWALLOW (BIRD)	4	123	221
1800	infomap_33_FROST	33	FROST	1431	FREEZE	46	261	299
1801	infomap_8_MIND	8	MIND	1973	DEMON	61	489	777
1802	infomap_57_PRICE	57	PRICE	1081	BILL	36	261	347
1803	infomap_67_GUNPOWDER	67	GUNPOWDER	775	TRUMPET	3	50	58
1804	infomap_1_GIVE	1	GIVE	1739	DECORATE	20	210	272
1805	infomap_65_FISH	65	FISH	2796	FISHING (WITH A HOOK)	2	33	42
1806	infomap_42_HOW	42	HOW	1235	WHO	149	2088	2387
1807	infomap_12_TIME	12	TIME	1565	HEAVEN	56	295	378
1808	infomap_5_TREE	5	TREE	59	ELECTRICITY	20	36	47
1809	infomap_66_HATE	66	HATE	935	WAR	27	345	426
1810	infomap_85_HOT	85	HOT	126	SWEAT (PERSPIRE)	69	480	546
1811	infomap_45_CAT	45	CAT	1250	JAGUAR	40	130	153
1812	infomap_119_AT FIRST	119	AT FIRST	1557	BEGINNING	21	37	50
1813	infomap_1_GIVE	1	GIVE	3350	GET UP FROM BED	1	11	11
1814	infomap_46_SOFT	46	SOFT	1856	SOFT	77	746	889
1815	infomap_1_GIVE	1	GIVE	439	CEBUS MONKEY	12	52	61
1816	infomap_1_GIVE	1	GIVE	846	TIGER	7	248	261
1817	infomap_40_CIRCLE	40	CIRCLE	710	WHEEL	54	458	625
1818	infomap_6_TALL	6	TALL	1656	NEVER	62	468	590
1819	infomap_1_GIVE	1	GIVE	2075	BROOD (VERB)	4	99	100
1820	infomap_33_FROST	33	FROST	3322	SNOW OR ICE	1	38	38
1821	infomap_1_GIVE	1	GIVE	3252	PANCREAS	2	19	19
1822	infomap_65_FISH	65	FISH	1479	DOLPHIN	36	260	309
1823	infomap_13_RED	13	RED	2409	BROWN	2	32	51
1824	infomap_184_BETEL PEPPER VINE	184	BETEL PEPPER VINE	177	BETEL PEPPER VINE	2	219	227
1825	infomap_1_GIVE	1	GIVE	360	FAN ACTION	47	295	366
1826	infomap_41_TWO	41	TWO	2048	QUILT	4	117	118
1827	infomap_89_WOLF	89	WOLF	3316	HOPS	6	75	93
1828	infomap_11_CLOTH	11	CLOTH	3066	SCARF OR TURBAN	3	73	74
1829	infomap_32_HAND	32	HAND	2817	EMU	1	165	179
1830	infomap_80_OTHER	80	OTHER	1354	NEXT	22	50	82
1831	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	77	YOUNG WOMAN	60	387	478
1832	infomap_36_BRIGHT	36	BRIGHT	254	STICKING	1	9	10
1833	infomap_114_EAST	114	EAST	1595	SOUTH	63	680	762
1834	infomap_6_TALL	6	TALL	1243	WIDE	95	959	1103
1835	infomap_1_GIVE	1	GIVE	860	CAUSE	45	288	434
1836	infomap_85_HOT	85	HOT	1286	HOT	113	1462	1679
1837	infomap_7_SPEAK	7	SPEAK	1182	NOISE	22	116	151
1838	infomap_32_HAND	32	HAND	3223	BRANCH OR TWIG	63	349	462
1839	infomap_2_SEED	2	SEED	714	SEED	134	1651	1923
1840	infomap_63_BEESWAX	63	BEESWAX	2035	POND	6	124	128
1841	infomap_19_CHIEFTAIN	19	CHIEFTAIN	1508	KING	54	624	883
1842	infomap_13_RED	13	RED	537	TURBID	1	65	65
1843	infomap_37_HOLE	37	HOLE	2539	PIT (POTHOLE)	20	105	123
1844	infomap_1_GIVE	1	GIVE	1095	LET GO OR SET FREE	58	373	497
1845	infomap_84_SWEET POTATO	84	SWEET POTATO	2438	CAIMAN	19	85	101
1846	infomap_50_STONE OR ROCK	50	STONE OR ROCK	660	REEF	33	296	358
1847	infomap_18_END (OF SPACE)	18	END (OF SPACE)	1816	BESIDE	65	345	468
1848	infomap_1_GIVE	1	GIVE	460	BREAK (OF ROPE)	22	244	269
1849	infomap_53_HEAD	53	HEAD	849	SPRING (OF WATER)	36	319	366
1850	infomap_49_CRAB	49	CRAB	997	BAOBAB TREE	3	64	65
1851	infomap_1_GIVE	1	GIVE	1253	RAIN (RAINING)	37	353	444
1852	infomap_8_MIND	8	MIND	858	STORM	57	404	518
1853	infomap_29_BAT	29	BAT	1910	STINGRAY	37	212	239
1854	infomap_118_DUCK	118	DUCK	950	SEAGULL	36	219	247
1855	infomap_14_CHILD (DESCENDANT)	14	CHILD (DESCENDANT)	1617	GRANDCHILD	25	134	147
1856	infomap_31_HOUSE	31	HOUSE	335	MEETING HOUSE	44	246	300
1857	infomap_44_FOOD	44	FOOD	1594	FLOUR	65	567	637
1858	infomap_5_TREE	5	TREE	829	RAFTER	48	305	396
1859	infomap_1_GIVE	1	GIVE	709	TEACH	74	743	996
1860	infomap_44_FOOD	44	FOOD	768	LUNCH	46	274	310
1861	infomap_25_BLAME	25	BLAME	484	CONDEMN	33	243	313
1862	infomap_33_FROST	33	FROST	2034	FROST	23	220	242
1863	infomap_1_GIVE	1	GIVE	3056	ANIMAL (CLASSIFIER)	2	61	62
1864	infomap_85_HOT	85	HOT	2458	PERSPIRE OR SWEAT	9	372	384
1865	infomap_33_FROST	33	FROST	2184	CATCH A COLD	1	28	29
1866	infomap_65_FISH	65	FISH	957	WHALE	35	373	418
1867	infomap_90_ROAR (OF SEA)	90	ROAR (OF SEA)	2378	THUNDER (VERB)	22	140	160
1868	infomap_91_MASON	91	MASON	1001	BLACKSMITH	39	367	410
1869	infomap_11_CLOTH	11	CLOTH	332	RAG	52	315	422
1870	infomap_41_TWO	41	TWO	1546	TWICE	57	309	372
1871	infomap_1_GIVE	1	GIVE	231	SHAVE	3	194	212
1872	infomap_117_PIG	117	PIG	1337	PIG	164	1928	2334
1873	infomap_5_TREE	5	TREE	3155	DIBBLE STICK	3	14	16
1874	infomap_43_YOUNGER BROTHER	43	YOUNGER BROTHER	1640	SIBLING	43	284	421
1875	infomap_42_HOW	42	HOW	1270	WHY	75	538	675
1876	infomap_135_ALONE	135	ALONE	1493	ONE	193	2433	2868
